"hour","offshore","onshore","pv","river","lake","biogas","gas","nuclear","phs","battery","methanation","demand","Pump","ElecStr","CH4","elec_price","gas_price"
"0",3.31,43.83,0.00,5.04,0.00,0.00,0.00,7.99,0.00,2.49,0.00,60.57,0.00,0.00,-2.09,9.50,9.50
"1",3.37,45.22,0.00,4.70,0.00,0.00,0.00,9.45,0.00,0.00,0.00,60.65,0.00,0.00,-2.09,9.50,9.50
"2",3.37,46.08,0.00,4.52,0.00,0.00,0.00,4.73,0.00,4.09,0.00,60.70,0.00,0.00,-2.09,9.50,9.50
"3",3.34,46.39,0.00,4.34,0.00,0.00,0.00,2.36,5.52,0.00,0.00,59.86,0.00,0.00,-2.09,9.50,9.50
"4",3.26,46.15,0.00,4.13,0.00,0.00,0.00,6.74,0.00,0.00,0.00,58.18,0.00,0.00,-2.09,9.50,9.50
"5",3.19,46.36,0.00,4.05,0.00,0.00,0.00,5.09,0.00,0.00,0.00,56.60,0.00,0.00,-2.09,9.50,9.50
"6",3.14,46.50,0.00,3.93,0.00,0.00,0.00,3.22,0.36,0.00,0.00,55.07,0.00,0.00,-2.09,9.50,9.50
"7",3.10,46.63,0.19,3.64,0.00,0.00,0.00,1.61,2.00,0.00,0.00,55.08,0.00,0.00,-2.09,9.50,9.50
"8",3.09,46.12,2.87,3.63,0.00,0.00,0.00,0.81,1.68,0.00,0.00,56.12,0.00,0.00,-2.09,9.50,9.50
"9",3.05,44.04,7.44,3.86,0.00,0.00,0.00,0.40,1.72,0.00,0.00,58.42,0.00,0.00,-2.09,9.50,9.50
"10",3.01,43.11,11.47,4.03,0.00,0.00,0.00,0.20,0.58,0.00,0.00,60.32,0.00,0.00,-2.09,9.50,9.50
"11",3.03,44.21,13.13,4.08,0.00,0.00,0.00,0.18,0.00,0.00,0.00,62.53,0.00,0.00,-2.09,9.50,9.50
"12",3.06,44.42,12.67,4.22,0.00,0.00,0.00,3.34,0.00,0.00,0.00,65.62,0.00,0.00,-2.09,9.50,9.50
"13",3.10,44.27,9.82,4.28,0.00,0.00,0.00,7.70,0.00,0.00,0.00,67.09,0.00,0.00,-2.09,9.50,9.50
"14",3.14,43.79,5.80,3.93,0.00,0.00,0.00,11.90,0.00,0.00,0.00,66.47,0.00,0.00,-2.09,9.50,9.50
"15",3.17,44.71,1.66,3.76,0.00,0.00,0.00,12.73,0.00,0.00,0.00,63.95,0.00,0.00,-2.09,9.50,9.50
"16",3.21,45.44,0.00,3.71,0.00,0.00,0.00,10.59,0.00,0.00,0.00,60.85,0.00,0.00,-2.09,9.50,9.50
"17",3.22,45.48,0.00,3.66,0.00,0.00,0.00,10.78,0.00,0.00,0.00,61.05,0.00,0.00,-2.09,9.50,9.50
"18",3.20,44.78,0.00,4.15,0.00,0.00,0.00,13.43,0.00,0.00,0.00,63.47,0.00,0.00,-2.09,9.29,9.29
"19",3.14,43.77,0.00,4.91,0.00,0.00,0.00,16.56,0.00,0.00,0.00,64.77,-1.52,0.00,-2.09,8.12,8.12
"20",3.08,42.07,0.00,5.21,0.00,0.00,0.00,18.12,0.00,0.00,0.00,63.05,-3.34,0.00,-2.09,8.12,8.12
"21",2.99,40.60,0.00,5.16,0.00,0.00,0.00,18.91,0.00,0.00,0.00,59.83,-1.97,-3.77,-2.09,8.12,8.12
"22",2.88,39.44,0.00,5.15,0.00,0.00,0.00,19.30,0.00,0.00,0.00,58.11,-6.57,0.00,-2.09,8.12,8.12
"23",2.74,37.75,0.00,5.03,0.00,0.00,0.00,19.49,0.00,0.00,0.00,59.00,0.00,-3.93,-2.09,8.12,8.12
"24",2.63,36.25,0.00,4.56,0.00,0.00,0.00,19.59,0.00,0.00,0.00,60.47,-0.47,0.00,-2.09,8.12,8.12
"25",2.55,35.30,0.00,3.79,0.00,0.00,0.00,19.64,0.00,0.00,0.00,60.33,0.00,0.00,-0.95,44.85,44.85
"26",2.46,34.42,0.00,3.27,0.00,0.00,0.88,19.66,0.00,0.00,0.88,60.69,0.00,0.00,0.00,174.33,174.33
"27",2.39,33.55,0.00,3.03,0.00,0.00,2.17,19.68,0.00,0.00,2.17,60.81,0.00,0.00,0.00,174.33,174.33
"28",2.30,33.38,0.00,3.00,0.00,2.62,2.62,19.68,0.00,0.00,0.00,60.99,0.00,0.00,0.00,174.33,174.33
"29",2.17,32.56,0.00,3.04,0.00,3.85,3.85,19.68,0.00,0.00,0.00,61.31,0.00,0.00,0.00,174.33,174.33
"30",1.99,30.71,0.00,3.12,0.00,0.00,6.32,19.69,0.00,0.00,6.32,61.83,0.00,0.00,0.00,174.33,174.33
"31",1.79,28.45,0.49,3.26,10.69,0.00,0.00,19.69,0.00,0.00,0.00,64.36,0.00,0.00,0.00,174.33,174.33
"32",1.55,24.87,4.87,3.49,0.00,12.70,12.70,19.69,0.00,0.00,0.00,67.17,0.00,0.00,0.00,174.33,174.33
"33",1.21,20.69,10.26,4.03,0.00,10.36,14.19,19.69,0.00,0.00,3.83,70.05,0.00,0.00,0.00,174.33,174.33
"34",0.87,19.18,15.98,4.50,0.00,10.94,10.94,19.69,0.00,0.00,0.00,71.17,0.00,0.00,0.00,174.33,174.33
"35",0.64,19.54,19.47,4.82,0.00,8.36,8.36,19.69,0.00,0.00,0.00,72.51,0.00,0.00,0.00,174.33,174.33
"36",0.50,19.69,20.10,5.22,0.00,9.39,9.39,19.69,0.00,0.00,0.00,74.59,0.00,0.00,0.00,174.33,174.33
"37",0.47,19.92,17.47,5.10,0.00,14.38,14.38,19.69,0.00,0.00,0.00,77.03,0.00,0.00,0.00,174.33,174.33
"38",0.48,19.61,12.50,4.63,1.92,18.23,18.23,19.69,0.00,0.00,0.00,77.06,0.00,0.00,0.00,174.33,174.33
"39",0.53,20.94,4.22,4.16,6.52,18.23,18.23,19.69,0.00,0.00,0.00,74.28,0.00,0.00,0.00,174.33,174.33
"40",0.53,22.14,0.02,4.30,5.81,18.23,18.23,19.69,0.00,0.00,0.00,70.70,0.00,0.00,0.00,174.33,174.33
"41",0.47,21.17,0.00,4.74,6.93,18.23,18.23,19.69,0.00,0.00,0.00,71.22,0.00,0.00,0.00,174.33,174.33
"42",0.38,18.90,0.00,5.30,11.55,18.23,18.23,19.69,0.00,0.00,0.00,74.05,0.00,0.00,0.00,174.33,174.33
"43",0.31,16.46,0.00,5.78,12.86,18.23,18.23,19.69,1.28,0.00,0.00,74.60,0.00,0.00,0.00,174.33,174.33
"44",0.26,14.38,0.00,5.68,12.19,0.00,18.23,19.69,0.00,0.00,18.23,70.43,0.00,0.00,0.00,174.33,174.33
"45",0.21,13.00,0.00,5.35,9.97,18.23,18.23,19.69,0.00,0.00,0.00,66.45,0.00,0.00,0.00,174.33,174.33
"46",0.17,12.15,0.00,5.16,9.19,0.00,18.23,19.69,0.00,0.00,18.23,64.58,0.00,0.00,0.00,174.33,174.33
"47",0.14,11.93,0.00,5.06,10.51,18.23,18.23,19.69,0.00,0.00,0.00,65.56,0.00,0.00,0.00,174.33,174.33
"48",0.14,12.04,0.00,4.82,11.70,18.23,18.23,19.69,0.00,0.00,0.00,66.61,0.00,0.00,0.00,174.33,174.33
"49",0.15,12.10,0.00,4.71,11.95,18.23,18.23,19.69,0.00,0.00,0.00,66.82,0.00,0.00,0.00,174.33,174.33
"50",0.17,11.96,0.00,4.25,12.69,18.23,18.23,19.69,0.00,0.00,0.00,66.99,0.00,0.00,0.00,174.33,174.33
"51",0.25,11.89,0.00,3.98,12.66,18.23,18.23,19.69,0.00,0.00,0.00,66.69,0.00,0.00,0.00,174.33,174.33
"52",0.31,12.09,0.00,3.56,12.61,18.23,18.23,19.69,0.00,0.00,0.00,66.49,0.00,0.00,0.00,174.33,174.33
"53",0.30,12.22,0.00,3.36,12.86,18.23,18.23,19.69,0.00,0.49,0.00,67.14,0.00,0.00,0.00,174.33,174.33
"54",0.29,12.22,0.00,3.30,12.86,18.23,18.23,19.69,0.00,2.39,0.00,68.97,0.00,0.00,0.00,174.33,174.33
"55",0.32,12.40,0.90,3.36,12.86,18.23,18.23,19.69,5.08,0.38,0.00,73.22,0.00,0.00,0.00,174.33,174.33
"56",0.37,12.00,7.25,3.80,12.86,18.23,18.23,19.69,0.00,1.02,0.00,75.20,0.00,0.00,0.00,174.33,174.33
"57",0.41,11.37,14.24,4.23,8.25,18.23,18.23,19.69,0.00,0.00,0.00,76.42,0.00,0.00,0.00,174.33,174.33
"58",0.45,11.83,19.32,4.76,2.17,18.23,18.23,19.69,0.00,0.00,0.00,76.45,0.00,0.00,0.00,174.33,174.33
"59",0.54,12.47,22.00,4.98,0.00,17.09,17.09,19.69,0.00,0.00,0.00,76.79,0.00,0.00,0.00,174.33,174.33
"60",0.66,13.16,21.82,4.93,0.00,17.58,17.58,19.69,0.00,0.00,0.00,77.83,0.00,0.00,0.00,174.33,174.33
"61",0.73,13.60,18.71,4.98,4.06,18.23,18.23,19.69,0.00,0.00,0.00,79.99,0.00,0.00,0.00,174.33,174.33
"62",0.83,13.91,12.48,4.44,10.08,18.23,18.23,19.69,0.00,0.00,0.00,79.65,0.00,0.00,0.00,174.33,174.33
"63",1.03,15.55,4.23,3.98,12.86,18.23,18.23,19.69,0.00,1.54,0.00,77.11,0.00,0.00,0.00,174.33,174.33
"64",1.21,17.20,0.03,3.64,12.86,18.23,18.23,19.69,0.88,0.00,0.00,73.73,0.00,0.00,0.00,174.33,174.33
"65",1.32,17.88,0.00,4.00,12.86,18.23,18.23,19.69,0.52,0.00,0.00,74.49,0.00,0.00,0.00,174.33,174.33
"66",1.37,18.39,0.00,4.54,12.86,18.23,18.23,19.69,2.84,0.00,0.00,77.91,0.00,0.00,0.00,174.33,174.33
"67",1.38,18.75,0.00,5.41,12.86,18.23,18.23,19.69,1.57,0.00,0.00,77.87,0.00,0.00,0.00,174.33,174.33
"68",1.34,18.79,0.00,5.28,9.89,18.23,18.23,19.69,0.00,0.00,0.00,73.22,0.00,0.00,0.00,174.33,174.33
"69",1.22,18.75,0.00,4.88,6.14,18.23,18.23,19.69,0.00,0.00,0.00,68.91,0.00,0.00,0.00,174.33,174.33
"70",1.07,18.51,0.00,4.92,4.26,18.23,18.23,19.69,0.00,0.00,0.00,66.68,0.00,0.00,0.00,174.33,174.33
"71",0.96,18.15,0.00,5.06,5.36,18.23,18.23,19.69,0.00,0.00,0.00,67.44,0.00,0.00,0.00,174.33,174.33
"72",0.96,17.22,0.00,4.66,6.42,18.23,18.23,19.69,0.00,0.00,0.00,67.18,0.00,0.00,0.00,174.33,174.33
"73",1.06,16.42,0.00,4.45,7.89,17.78,17.78,19.69,0.00,0.00,0.00,67.28,0.00,0.00,0.00,174.33,174.33
"74",1.21,15.81,0.00,4.15,8.30,18.23,18.23,19.69,0.00,0.00,0.00,67.38,0.00,0.00,0.00,174.33,174.33
"75",1.43,15.70,0.00,3.85,8.63,18.23,18.23,19.69,0.00,0.00,0.00,67.52,0.00,0.00,0.00,174.33,174.33
"76",1.64,16.68,0.00,3.66,7.59,18.23,18.23,19.69,0.00,0.00,0.00,67.48,0.00,0.00,0.00,174.33,174.33
"77",1.82,18.35,0.00,3.68,6.24,18.23,18.23,19.69,0.00,0.00,0.00,68.01,0.00,0.00,0.00,174.33,174.33
"78",2.00,20.12,0.00,3.75,5.80,18.23,18.23,19.69,0.00,0.00,0.00,69.59,0.00,0.00,0.00,174.33,174.33
"79",2.13,22.22,0.90,3.93,6.24,18.23,18.23,19.69,0.00,0.00,0.00,73.33,0.00,0.00,0.00,174.33,174.33
"80",2.23,23.18,6.53,4.22,1.14,18.23,18.23,19.69,0.00,0.00,0.00,75.21,0.00,0.00,0.00,174.33,174.33
"81",2.17,22.25,12.79,4.45,0.00,15.01,15.01,19.69,0.00,0.00,0.00,76.37,0.00,0.00,0.00,174.33,174.33
"82",2.08,22.29,17.19,4.77,7.79,2.59,2.59,19.69,0.00,0.00,0.00,76.40,0.00,0.00,0.00,174.33,174.33
"83",2.07,22.31,19.19,5.23,0.00,8.39,8.39,19.69,0.00,0.00,0.00,76.86,0.00,0.00,0.00,174.33,174.33
"84",2.12,21.88,18.72,5.44,0.00,9.61,9.61,19.69,0.00,0.00,0.00,77.46,0.00,0.00,0.00,174.33,174.33
"85",2.20,21.65,15.99,5.49,0.00,14.68,14.68,19.69,0.00,0.00,0.00,79.70,0.00,0.00,0.00,174.33,174.33
"86",2.26,21.39,10.92,5.21,1.55,18.23,18.23,19.69,0.00,0.00,0.00,79.25,0.00,0.00,0.00,174.33,174.33
"87",2.39,25.73,3.79,5.09,12.86,7.09,7.09,19.69,0.00,0.00,0.00,76.64,0.00,0.00,0.00,174.33,174.33
"88",2.55,33.15,0.01,4.99,0.00,13.21,13.21,19.69,0.00,0.00,0.00,73.60,0.00,0.00,0.00,174.33,174.33
"89",2.62,36.16,0.00,5.16,0.00,10.77,10.77,19.69,0.00,0.00,0.00,74.39,0.00,0.00,0.00,174.33,174.33
"90",2.62,36.14,0.00,5.66,0.00,13.66,13.66,19.69,0.00,0.00,0.00,77.76,0.00,0.00,0.00,174.33,174.33
"91",2.55,33.94,0.00,6.14,12.86,2.45,2.45,19.69,0.00,0.00,0.00,77.63,0.00,0.00,0.00,174.33,174.33
"92",2.48,31.54,0.00,6.09,0.00,13.38,13.38,19.69,0.00,0.00,0.00,73.18,0.00,0.00,0.00,174.33,174.33
"93",2.37,27.96,0.00,5.88,0.00,12.98,12.98,19.69,0.00,0.00,0.00,68.87,0.00,0.00,0.00,174.33,174.33
"94",2.26,25.01,0.00,5.79,7.91,5.58,5.58,19.69,0.00,0.00,0.00,66.24,0.00,0.00,0.00,174.33,174.33
"95",2.15,23.04,0.00,5.92,0.00,15.53,15.53,19.69,0.00,0.00,0.00,66.34,0.00,0.00,0.00,174.33,174.33
"96",2.03,22.66,0.00,5.93,0.00,16.85,16.85,19.69,0.00,0.00,0.00,67.16,0.00,0.00,0.00,174.33,174.33
"97",1.97,22.88,0.00,5.72,0.00,17.04,17.04,19.69,0.00,0.00,0.00,67.28,0.00,0.00,0.00,174.33,174.33
"98",1.94,23.81,0.00,5.48,0.00,16.83,16.83,19.69,0.00,0.00,0.00,67.76,0.00,0.00,0.00,174.33,174.33
"99",1.94,23.74,0.00,5.46,0.00,16.75,16.75,19.69,0.00,0.00,0.00,67.58,0.00,0.00,0.00,174.33,174.33
"100",1.96,24.17,0.00,5.31,0.00,16.23,16.23,19.69,0.00,0.00,0.00,67.36,0.00,0.00,0.00,174.33,174.33
"101",1.98,24.20,0.00,5.28,0.00,16.42,16.42,19.69,0.00,0.00,0.00,67.57,0.00,0.00,0.00,174.33,174.33
"102",2.00,24.17,0.00,5.33,0.00,16.94,16.94,19.69,0.00,0.00,0.00,68.14,0.00,0.00,0.00,174.33,174.33
"103",2.05,24.08,0.57,5.71,0.96,18.23,18.23,19.69,0.00,0.00,0.00,71.29,0.00,0.00,0.00,174.33,174.33
"104",2.08,23.07,5.30,6.21,0.00,17.03,17.03,19.69,0.00,0.00,0.00,73.37,0.00,0.00,0.00,174.33,174.33
"105",1.99,22.04,10.85,6.28,12.86,1.19,1.19,19.69,0.00,0.00,0.00,74.89,0.00,0.00,0.00,174.33,174.33
"106",1.82,22.11,15.19,6.38,0.00,9.86,9.86,19.69,0.00,0.00,0.00,75.05,0.00,0.00,0.00,174.33,174.33
"107",1.60,21.20,17.72,6.39,0.00,8.77,8.77,19.69,0.00,0.00,0.00,75.37,0.00,0.00,0.00,174.33,174.33
"108",1.36,18.99,17.11,6.62,0.00,12.05,12.05,19.69,0.00,0.00,0.00,75.82,0.00,0.00,0.00,174.33,174.33
"109",1.25,16.82,14.04,6.33,1.24,18.23,18.23,19.69,0.00,0.00,0.00,77.60,0.00,0.00,0.00,174.33,174.33
"110",1.24,15.35,9.06,6.21,7.50,18.23,18.23,19.69,0.00,0.00,0.00,77.28,0.00,0.00,0.00,174.33,174.33
"111",1.38,18.01,3.23,6.03,8.01,18.23,18.23,19.69,0.00,0.00,0.00,74.58,0.00,0.00,0.00,174.33,174.33
"112",1.64,22.75,0.04,6.00,3.30,18.23,18.23,19.69,0.00,0.00,0.00,71.63,0.00,0.00,0.00,174.33,174.33
"113",1.87,24.63,0.00,5.99,2.21,18.23,18.23,19.69,0.00,0.00,0.00,72.61,0.00,0.00,0.00,174.33,174.33
"114",2.03,24.62,0.00,6.56,4.28,18.23,18.23,19.69,0.00,0.00,0.00,75.41,0.00,0.00,0.00,174.33,174.33
"115",2.03,23.47,0.00,7.02,4.44,18.23,18.23,19.69,0.00,0.00,0.00,74.87,0.00,0.00,0.00,174.33,174.33
"116",1.92,21.97,0.00,6.92,2.01,18.23,18.23,19.69,0.00,0.00,0.00,70.73,0.00,0.00,0.00,174.33,174.33
"117",1.80,20.43,0.00,6.31,0.65,18.23,18.23,19.69,0.00,0.00,0.00,67.10,0.00,0.00,0.00,174.33,174.33
"118",1.68,19.03,0.00,6.08,0.42,18.23,18.23,19.69,0.00,0.00,0.00,65.11,0.00,0.00,0.00,174.33,174.33
"119",1.56,17.97,0.00,6.21,1.07,18.23,18.23,19.69,0.00,0.00,0.00,64.73,0.00,0.00,0.00,174.33,174.33
"120",1.50,17.52,0.00,6.10,0.00,15.72,15.72,19.69,0.00,0.00,0.00,60.52,0.00,0.00,0.00,174.33,174.33
"121",1.52,17.38,0.00,5.75,0.00,16.43,16.43,19.69,0.00,0.00,0.00,60.77,0.00,0.00,0.00,174.33,174.33
"122",1.62,17.28,0.00,5.63,0.00,16.77,16.77,19.69,0.00,0.00,0.00,60.98,0.00,0.00,0.00,174.33,174.33
"123",1.77,17.37,0.00,5.57,0.00,16.44,16.44,19.69,0.00,0.00,0.00,60.85,0.00,0.00,0.00,174.33,174.33
"124",1.92,17.85,0.00,5.48,0.00,16.14,16.14,19.69,0.00,0.00,0.00,61.09,0.00,0.00,0.00,174.33,174.33
"125",2.05,18.83,0.00,5.38,0.00,15.84,15.84,19.69,0.00,0.00,0.00,61.78,0.00,0.00,0.00,174.33,174.33
"126",2.16,20.27,0.00,5.39,0.00,14.76,14.76,19.69,0.00,0.00,0.00,62.27,0.00,0.00,0.00,174.33,174.33
"127",2.19,21.33,0.16,5.65,0.00,13.64,13.64,19.69,0.00,0.00,0.00,62.66,0.00,0.00,0.00,174.33,174.33
"128",2.17,21.22,3.37,6.00,7.93,3.55,3.55,19.69,0.00,0.00,0.00,63.94,0.00,0.00,0.00,174.33,174.33
"129",2.05,19.98,8.15,6.32,0.00,10.10,10.10,19.69,0.00,0.00,0.00,66.28,0.00,0.00,0.00,174.33,174.33
"130",1.94,20.15,11.78,6.42,0.00,7.81,7.81,19.69,0.00,0.00,0.00,67.78,0.00,0.00,0.00,174.33,174.33
"131",1.90,20.38,13.39,6.50,0.00,7.98,7.98,19.69,0.00,0.00,0.00,69.85,0.00,0.00,0.00,174.33,174.33
"132",1.91,19.98,12.95,6.42,0.00,12.11,12.11,19.69,0.00,0.00,0.00,73.05,0.00,0.00,0.00,174.33,174.33
"133",2.00,20.13,10.77,6.32,0.00,16.58,16.58,19.69,0.00,0.00,0.00,75.48,0.00,0.00,0.00,174.33,174.33
"134",2.14,20.80,6.82,6.22,1.34,18.23,18.23,19.69,0.00,0.00,0.00,75.23,0.00,0.00,0.00,174.33,174.33
"135",2.37,25.38,2.16,6.05,0.00,16.47,16.47,19.69,0.00,0.00,0.00,72.12,0.00,0.00,0.00,174.33,174.33
"136",2.59,31.45,0.01,6.06,0.00,8.85,8.85,19.69,0.00,0.00,0.00,68.65,0.00,0.00,0.00,174.33,174.33
"137",2.67,32.68,0.00,5.92,0.00,6.38,6.38,19.69,0.00,0.00,0.00,67.33,0.00,0.00,0.00,174.33,174.33
"138",2.63,31.29,0.00,6.40,0.00,8.16,8.16,19.69,0.00,0.00,0.00,68.16,0.00,0.00,0.00,174.33,174.33
"139",2.52,29.00,0.00,6.83,0.00,9.99,9.99,19.69,0.00,0.00,0.00,68.04,0.00,0.00,0.00,174.33,174.33
"140",2.36,26.64,0.00,6.83,0.00,9.96,9.96,19.69,0.00,0.00,0.00,65.48,0.00,0.00,0.00,174.33,174.33
"141",2.17,24.55,0.00,6.31,0.00,9.35,9.35,19.69,0.00,0.00,0.00,62.06,0.00,0.00,0.00,174.33,174.33
"142",1.95,22.66,0.00,6.06,0.00,10.46,10.46,19.69,0.00,0.00,0.00,60.81,0.00,0.00,0.00,174.33,174.33
"143",1.71,20.64,0.00,5.96,0.00,13.94,13.94,19.69,0.00,0.00,0.00,61.93,0.00,0.00,0.00,174.33,174.33
"144",1.52,18.99,0.00,6.00,0.00,14.39,14.39,19.69,0.00,0.00,0.00,60.58,0.00,0.00,0.00,174.33,174.33
"145",1.42,17.80,0.00,5.81,0.00,15.81,15.81,19.69,0.00,0.00,0.00,60.53,0.00,0.00,0.00,174.33,174.33
"146",1.36,17.14,0.00,5.60,0.00,17.04,17.04,19.69,0.00,0.00,0.00,60.82,0.00,0.00,0.00,174.33,174.33
"147",1.32,16.83,0.00,5.45,0.00,17.04,17.04,19.69,0.00,0.00,0.00,60.33,0.00,0.00,0.00,174.33,174.33
"148",1.29,16.64,0.00,5.35,0.00,16.95,16.95,19.69,0.00,0.00,0.00,59.91,0.00,0.00,0.00,174.33,174.33
"149",1.25,16.82,0.00,5.23,0.00,16.96,16.96,19.69,0.00,0.00,0.00,59.95,0.00,0.00,0.00,174.33,174.33
"150",1.19,17.12,0.00,5.27,0.00,15.77,15.77,19.69,0.00,0.00,0.00,59.04,0.00,0.00,0.00,174.33,174.33
"151",1.13,17.20,0.10,5.74,0.00,14.67,14.67,19.69,0.00,0.00,0.00,58.53,0.00,0.00,0.00,174.33,174.33
"152",1.07,16.45,2.59,6.26,0.00,12.39,12.39,19.69,0.00,0.00,0.00,58.43,0.00,0.00,0.00,174.33,174.33
"153",0.96,14.29,6.84,6.50,0.00,11.82,11.82,19.69,0.00,0.00,0.00,60.10,0.00,0.00,0.00,174.33,174.33
"154",0.79,13.41,10.82,6.60,0.00,10.53,10.53,19.69,0.00,0.00,0.00,61.84,0.00,0.00,0.00,174.33,174.33
"155",0.64,12.59,12.84,6.57,0.00,12.15,12.15,19.69,0.00,0.00,0.00,64.47,0.00,0.00,0.00,174.33,174.33
"156",0.58,12.11,12.40,6.47,0.00,17.12,17.12,19.69,0.00,0.00,0.00,68.38,0.00,0.00,0.00,174.33,174.33
"157",0.63,12.48,10.22,6.50,3.17,18.23,18.23,19.69,0.00,0.00,0.00,70.91,0.00,0.00,0.00,174.33,174.33
"158",0.77,14.16,5.84,6.16,6.11,18.23,18.23,19.69,0.00,0.00,0.00,70.95,0.00,0.00,0.00,174.33,174.33
"159",1.06,19.41,1.44,5.98,2.83,18.23,18.23,19.69,0.00,0.00,0.00,68.64,0.00,0.00,0.00,174.33,174.33
"160",1.36,25.60,0.00,5.91,12.26,0.00,0.00,19.69,0.00,0.00,0.00,64.83,0.00,0.00,0.00,174.33,174.33
"161",1.55,28.87,0.00,5.90,0.00,7.09,7.09,19.69,0.00,0.00,0.00,63.10,0.00,0.00,0.00,174.33,174.33
"162",1.58,28.96,0.00,6.37,0.00,8.15,8.15,19.69,0.00,0.00,0.00,64.75,0.00,0.00,0.00,174.33,174.33
"163",1.51,27.36,0.00,6.86,0.00,10.68,10.68,19.69,0.00,0.00,0.00,66.09,0.00,0.00,0.00,174.33,174.33
"164",1.39,24.98,0.00,6.39,0.00,12.17,12.17,19.69,0.00,0.00,0.00,64.63,0.00,0.00,0.00,174.33,174.33
"165",1.26,23.00,0.00,5.90,0.00,11.62,11.62,19.69,0.00,0.00,0.00,61.48,0.00,0.00,0.00,174.33,174.33
"166",1.15,22.33,0.00,5.54,0.00,11.21,11.21,19.69,0.00,0.00,0.00,59.92,0.00,0.00,0.00,174.33,174.33
"167",1.09,21.78,0.00,5.58,0.00,13.29,13.29,19.69,0.00,0.00,0.00,61.43,0.00,0.00,0.00,174.33,174.33
"168",1.11,22.15,0.00,5.61,0.00,14.67,14.67,19.69,0.00,0.00,0.00,63.23,0.00,0.00,0.00,174.33,174.33
"169",1.18,22.75,0.00,5.39,0.00,14.49,14.49,19.69,0.00,0.00,0.00,63.48,0.00,0.00,0.00,174.33,174.33
"170",1.23,23.16,0.00,5.13,0.00,14.60,14.60,19.69,0.00,0.00,0.00,63.81,0.00,0.00,0.00,174.33,174.33
"171",1.26,23.16,0.00,5.07,0.00,14.69,14.69,19.69,0.00,0.00,0.00,63.87,0.00,0.00,0.00,174.33,174.33
"172",1.26,23.18,0.00,4.97,0.00,14.56,14.56,19.69,0.00,0.00,0.00,63.66,0.00,0.00,0.00,174.33,174.33
"173",1.23,23.38,0.00,4.91,7.93,7.13,7.13,19.69,0.00,0.00,0.00,64.27,0.00,0.00,0.00,174.33,174.33
"174",1.17,23.30,0.00,4.87,0.32,18.23,18.23,19.69,0.00,0.00,0.00,67.57,0.00,0.00,0.00,174.33,174.33
"175",1.09,23.24,0.28,5.25,4.68,18.23,18.23,19.69,0.00,0.00,0.00,72.45,0.00,0.00,0.00,174.33,174.33
"176",1.01,22.35,2.76,5.85,4.88,18.23,18.23,19.69,0.00,0.00,0.00,74.78,0.00,0.00,0.00,174.33,174.33
"177",0.89,20.63,6.30,5.99,12.86,9.65,9.65,19.69,0.00,0.00,0.00,76.01,0.00,0.00,0.00,174.33,174.33
"178",0.84,19.77,9.54,5.85,12.86,7.33,7.33,19.69,0.00,0.00,0.00,75.87,0.00,0.00,0.00,174.33,174.33
"179",0.81,19.81,11.10,5.70,0.83,18.23,18.23,19.69,0.00,0.00,0.00,76.16,0.00,0.00,0.00,174.33,174.33
"180",0.80,19.65,10.60,5.80,2.57,18.23,18.23,19.69,0.00,0.00,0.00,77.33,0.00,0.00,0.00,174.33,174.33
"181",0.83,19.82,8.75,5.78,6.76,18.23,18.23,19.69,0.00,0.00,0.00,79.85,0.00,0.00,0.00,174.33,174.33
"182",0.87,21.10,5.64,5.61,8.65,18.23,18.23,19.69,0.00,0.00,0.00,79.77,0.00,0.00,0.00,174.33,174.33
"183",0.96,24.41,1.76,5.44,6.72,18.23,18.23,19.69,0.00,0.00,0.00,77.20,0.00,0.00,0.00,174.33,174.33
"184",1.05,26.78,0.00,5.42,2.67,18.23,18.23,19.69,0.00,0.00,0.00,73.85,0.00,0.00,0.00,174.33,174.33
"185",1.09,26.75,0.00,5.48,2.89,18.23,18.23,19.69,0.00,0.00,0.00,74.12,0.00,0.00,0.00,174.33,174.33
"186",1.07,25.87,0.00,5.73,6.93,18.23,18.23,19.69,0.00,0.00,0.00,77.51,0.00,0.00,0.00,174.33,174.33
"187",1.03,24.77,0.00,6.34,7.35,18.23,18.23,19.69,0.00,0.00,0.00,77.40,0.00,0.00,0.00,174.33,174.33
"188",1.00,23.49,0.00,5.96,7.83,14.78,14.78,19.69,0.00,0.00,0.00,72.75,0.00,0.00,0.00,174.33,174.33
"189",0.97,22.90,0.00,5.41,1.13,18.23,18.23,19.69,0.00,0.00,0.00,68.32,0.00,0.00,0.00,174.33,174.33
"190",0.92,22.62,0.00,5.16,4.33,13.28,13.28,19.69,0.00,0.00,0.00,66.00,0.00,0.00,0.00,174.33,174.33
"191",0.85,21.80,0.00,5.26,1.40,18.23,18.23,19.69,0.00,0.00,0.00,67.23,0.00,0.00,0.00,174.33,174.33
"192",0.79,20.88,0.00,5.19,3.24,18.23,18.23,19.69,0.00,0.00,0.00,68.02,0.00,0.00,0.00,174.33,174.33
"193",0.79,20.42,0.00,5.04,3.82,18.23,18.23,19.69,0.00,0.00,0.00,67.99,0.00,0.00,0.00,174.33,174.33
"194",0.76,19.71,0.00,4.89,5.01,18.23,18.23,19.69,0.00,0.00,0.00,68.30,0.00,0.00,0.00,174.33,174.33
